,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
288,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a22-128-gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-897260012,Samsung Yenilenmiş SamsungGalaxy A22 128 GB Siyah Cep Telefonu (12 Ay Garantili) - C Kalite,,6.899 TL,C seviye-İyi,128 GB,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-128gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-887564840,Samsung YENİLENMİŞ SAMSUNGGALAXY S22 ULTRA 128GB SİYAH CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,30.779 TL,C seviye-İyi,128 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-11-lite-ne-5g-128-gb-vinil-siyahi-12-ay-garantili-a-grade-p-848550038,Xiaomi Yenilenmiş Xiaomi 11Lite NE 5G 128 GB Vinil Siyahı (12 Ay Garantili) - A Grade,Yenilenmiş Xiaomi 11,8.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,,"6,5 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a24-128gb-a-kalite-siyah-p-832922159,Samsung Yenilenmiş SAMSUNGGALAXY A24 128GB -A Kalite- Siyah,Yenilenmiş SAMSUNG,10.029 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,40 - 60 MP,"6,5 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,https://www.trendyol.com/hiking/hiking-a50-cep-telefonu-256-rom-hka50-p-412371039,Hiking Hiking A50 CepTelefonu 256 Rom HKA50,Hiking A50 Cep,6.399 TL,,256 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Mavi,60 - 80 MP,"4 - 4,5 inç",8 GB,4G,5 MP ve altı,1,FHD+,FHD+,,20 - 40 MP,OLED,Var,,OLED,3,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Var,60 Hz,USB Type-C,10-20 W,Var,4000-4500 mAh,Var,Var,Yok,,,,,,,,,,
294,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a12-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-897259637,Samsung Yenilenmiş SamsungGalaxy A12 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - A Kalite,,5.499 TL,A seviye-Mükemmel,64 GB,,,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-m30s-beyaz-64-gb-c-kalite-p-857879257,Samsung Yenilenmiş SamsungGalaxy M30s Beyaz 64 GB C Kalite,,6.999 TL,C seviye-İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,https://www.trendyol.com/apple/yenilenmis-iphone-xs-max-64-gb-altin-cep-telefonu-12-ay-garantili-c-kalite-p-849777375,Apple Yenilenmiş iPhone XSMax 64 GB Altın Cep Telefonu (12 Ay Garantili) - C Kalite,,15.599 TL,C seviye-İyi,64 GB,,1 Yıl,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-512-gb-grafit-b-kalite-p-849128409,Apple Yenilenmiş iPhone 12PRO 512 GB Grafit B Kalite,,"37.378,95 TL",B seviye-Çok İyi,512 GB,2815,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gümüş,10 - 15 MP,"6,1 inç",6 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,2000-3000 mAh,,,,,,,,,,,,,
298,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-note-10-5g-128-gb-aurora-yesili-a-grade-p-848549936,Xiaomi Yenilenmiş XiaomiRedmi Note 10 5G 128 GB Aurora Yeşili  - A Grade,,7.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Yeşil,,"6,53 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,https://www.trendyol.com/apple/yenilenmis-iphone-se-2020-64-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-846880140,Apple Yenilenmiş iPhone SE2020 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - B Kalite,,8.799 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Üretici Garantili,Beyaz,10 - 15 MP,"4,7 inç",3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a33-128gb-beyaz-a-kalite-p-833532701,Samsung Yenilenmiş SamsungGalaxy A33 128GB Beyaz A Kalite,Yenilenmiş Samsung,8.889 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,40 - 60 MP,"6,4 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,https://www.trendyol.com/xiaomi/yenilenmis-mi-11-lite-128-gb-black-12-ay-garantili-b-grade-p-371317269,Xiaomi Yenilenmiş Mi 11 Lite128 GB Black (12 Ay Garantili) B Grade,,8.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Siyah,10 - 15 MP,"4,5 - 5 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,https://www.trendyol.com/xiaomi/yenilenmis-mi-11-lite-5g-ne-128-gb-siyah-cep-telefonu-p-362368950,Xiaomi Yenilenmiş Mi 11 Lite5g Ne 128 Gb Siyah Cep Telefonu,,8.999 TL,,128 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-64gb-c-kalite-uzay-grisi-p-922072024,Apple Yenilenmiş IPHONE 11PRO 64GB -C Kalite- Uzay Grisi,,18.409 TL,C seviye-İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"5,5 - 6 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,https://www.trendyol.com/apple/yenilenmis-iphone-15-128-gb-mavi-cep-telefonu-12-ay-garantili-a-kalite-p-887227642,Apple Yenilenmiş Iphone 15128 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,49.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Pembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-fold-5-256gb-mavi-cep-telefonu-12-ay-garantili-a-kalite-p-886738223,Samsung YENİLENMİŞ SAMSUNGGALAXY Z FOLD 5 256GB MAVİ CEP TELEFONU (12 AY GARANTİLİ) - A KALİTE,,51.249 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,https://www.trendyol.com/xiaomi/mi-11-lite-siyah-128-gb-6-gb-ram-yenilenmis-urun-sifir-gibi-p-832548500,Xiaomi Mi 11 Lite Siyah 128GB / 6 GB Ram Yenilenmiş Ürün (Sıfır Gibi),,8.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,İthalatçı Garantili,Siyah,40 - 60 MP,6 - 8 inç,6 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,https://www.trendyol.com/apple/mh7n3tu-a-iphone-xr-product-red-128gb-yenilenmis-b-kalite-p-828914333,Apple MH7N3TU/A iPhone XR(PRODUCT)RED 128GB - Yenilenmiş - B Kalite,MH7N3TU/A iPhone XR,,B seviye-Çok İyi,128 GB,,1 Yıl,Resmi Distribütör Garantili,Kırmızı,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,https://www.trendyol.com/tecno/spark-20c-bg7n-4-128-beyaz-tecno-turkiye-garantili-p-802455144,TECNO Spark 20C BG7N 4/128Beyaz (TECNO Türkiye Garantili),Spark 20C BG7N 4/128,7.051 TL,,128 GB,4500,2 Yıl,Üretici Garantili,Beyaz,10 - 15 MP,13 inç,4 GB,4G,12 MP + 64 MP + 12 MP,1,HD+,HD+,8 MP,5 - 10 MP,LCD,Var,,LCD,2,4.5'' - 5'',Android,Var,Yok,Yok,Var,USB Type-C,Var,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
309,https://www.trendyol.com/omix/x400-128-gb-4-gb-ram-beyaz-akilli-telefon-bluetooth-kulaklik-hediyeli-p-328927415,omix X400 128 Gb 4 Gb RamBeyaz Akıllı Telefon Bluetooth Kulaklık Hediyeli,X400 128 Gb 4 Gb Ram,5.661 TL,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Beyaz,40 - 60 MP,"6,53 inç",4 GB,5G,50 MP,1,HD+,HD+,5 MP,5 MP ve altı,LCD,Var,Yok,LCD,3,6.5'' - 7'',Android,Yok,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
310,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-yesil-256-gb-yesil-a-grade-p-689225173,Apple Yenilenmiş Iphone 11256 Gb Yeşil 256 Gb Yeşil A Grade,,"17.760,93 TL",A seviye-Mükemmel,256 GB,3110,2 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,10 - 15 MP,"6,8 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
311,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-yesil-256-gb-yesil-b-grade-p-689222698,Apple Yenilenmiş Iphone 11256 Gb Yeşil 256 Gb Yeşil B Grade,,"17.118,93 TL",B seviye-Çok İyi,256 GB,3110,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,10 - 15 MP,"6,1 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,,,,
312,https://www.trendyol.com/samsung/yenilenmis-galaxy-s22-128-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-848743532,Samsung Yenilenmiş Galaxy S22128 Gb Siyah Cep Telefonu (12 AY GARANTİLİ) - A Kalite,Yenilenmiş Galaxy S22,19.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,https://www.trendyol.com/samsung/galaxy-s23-128-gb-siyah-a-grade-p-830230271,Samsung Galaxy S23 128 GBSiyah A Grade,,,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,40 - 60 MP,"6,1 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,https://www.trendyol.com/oppo/a54-blue-128-gb-4-gb-ram-yenilenmis-urun-p-871037488,Oppo A54 Blue 128 GB  4 GBRAM YENİLENMİŞ ÜRÜN,A54 Blue 128 GB  4 GB,"5.856,89 TL",B seviye-Çok İyi,128 GB,5050,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,60 - 80 MP,6 - 8 inç,4 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
315,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,https://www.trendyol.com/realme/8-pro-black-128gb-yenilenmis-a-kalite-12-ay-garantili-p-731626065,realme 8 Pro Black 128gbYenilenmiş A Kalite (12 AY GARANTİLİ),,7.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,100 -120 MP,"6,4 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s24-256gb-mor-cep-telefonu-12-ay-garantili-a-kalite-p-905556560,Samsung YENİLENMİŞ SAMSUNGGALAXY S24 256GB MOR CEP TELEFONU (12 AY GARANTİLİ) - A KALİTE,,34.999 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-256-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-884248176,Samsung Yenilenmiş SamsungGalaxy S23 256 GB Yeşil Cep Telefonu (12 Ay Garantili) - C Kalite,,27.899 TL,C seviye-İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Bej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,https://www.trendyol.com/samsung/galaxy-a03-64gb-b-grade-yenilenmis-cep-telefonu-12-ay-garantili-p-849801835,Samsung Galaxy A03 64gb BGrade Yenilenmiş Cep Telefonu (12 AY GARANTİLİ),,6.999 TL,B seviye-Çok İyi,64 GB,5000,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,40 - 60 MP,"6,5 inç",4 GB,,48 MP + 12 MP + 12 MP,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
320,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-128-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-849050052,Samsung Yenilenmiş SamsungGalaxy S21 128 GB Beyaz Cep Telefonu (12 Ay Garantili) - B Kalite,,15.399 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,https://www.trendyol.com/apple/iphone-14-128gb-yildiz-isigi-yenilenmis-b-kalite-p-840052996,Apple iPhone 14 128GB YıldızIşığı - Yenilenmiş - B Kalite,,"36.378,93 TL",B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,10 - 15 MP,"6,0 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a03-64-gb-mavi-p-768192352,Samsung Yenilenmiş SamsungGalaxy A03 64 GB Mavi,,6.999 TL,A seviye-Mükemmel,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,20 - 40 MP,6 inç ve üstü,3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,https://www.trendyol.com/hiking/a51-12-256-gb-akilli-telefon-p-763221804,Hikıng A51 12/256 GB AkıllıTelefon,,11.999 TL,,256 GB,4323,2 Yıl,Üretici Garantili,Altın,100 -120 MP,"6,5 inç",12 GB,4.5G,108 MP + 8 MP + 2 MP + 2 MP,1,FHD+,,20 - 40 MP,20 - 40 MP,,Var,,OLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,USB Type-C,Var,60 Hz,USB Type-C,20-40 W,Var,4000-4500 mAh,Var,Yok,Yok,,,,,,,,,,
324,https://www.trendyol.com/apple/yenilenmis-iphone-xr-256-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-897259749,Apple Yenilenmiş iPhone XR256 GB Beyaz Cep Telefonu (12 Ay Garantili) - A Kalite,,17.199 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,https://www.trendyol.com/apple/yenilenmis-apple-iphone-15-pro-256gb-siyah-titanyum-cep-telefonu-12-ay-garantili-b-kalite-p-888772757,Apple YENİLENMİŞ APPLE IPHONE15 PRO 256GB SİYAH TİTANYUM CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,71.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,https://www.trendyol.com/apple/yenilenmis-iphone-15-512-gb-mavi-cep-telefonu-12-ay-garantili-a-kalite-p-887562244,Apple Yenilenmiş Iphone 15512 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,59.999 TL,A seviye-Mükemmel,512 GB,,1 Yıl,,Sarı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,https://www.trendyol.com/apple/yenilenmis-iphone-15-128-gb-mavi-cep-telefonu-12-ay-garantili-a-kalite-p-887227355,Apple Yenilenmiş Iphone 15128 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,49.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-256-gb-kirmizi-b-kalite-p-856907141,Apple Yenilenmiş Iphone 14Plus 256 Gb Kırmızı B Kalite,,48.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,https://www.trendyol.com/apple/yenilenmis-iphone-13-128-gb-siyah-b-kalite-12-ay-garanti-p-855607622,Apple Yenilenmiş Iphone 13128 Gb Siyah B Kalite ( 12 Ay Garanti ),Yenilenmiş Iphone 13,"28.348,95 TL",B seviye-Çok İyi,128 GB,3200,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,10 - 15 MP,"6,1 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
330,https://www.trendyol.com/umidigi/power-5-3gb-64gb-carbon-grey-p-800188663,UMIDIGI POWER 5 3GB\64GBCARBON GREY,,5.999 TL,,64 GB,6000,2 Yıl,İthalatçı Garantili,Gri,15 - 20 MP,"6,5 inç",3 GB,4.5G,12 MP + 12 MP + 8 MP,1,,,,5 - 10 MP,,Var,,LCD,3,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,60 Hz,3.5 mm,,Var,6000-7000 mAh,,Yok,,,,,,,,,,,
331,https://www.trendyol.com/xiaomi/redmi-12-8gb-256gb-akilli-cep-telefonu-siyah-xiaomi-turkiye-garantili-p-797552651,Xiaomi Redmi 12 8GB + 256GBAkıllı Cep Telefonu - Siyah (Xiaomi Türkiye Garantili),,9.490 TL,,256 GB,5000,2 Yıl,KVK Garantili,Siyah,20 - 40 MP,6 - 8 inç,8 GB,4.5G,50 MP + 8 MP + 2 MP,1,FHD+,,5 - 8 MP,5 - 10 MP,LCD,Var,,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Yok,Var,Yok,,,,,,,,,,
332,https://www.trendyol.com/xiaomi/redmi-10a-3gb-ram-64gb-turkiye-garantili-p-841241036,Xiaomi Redmi 10A 3gb Ram 64GB(Türkiye Garantili),Redmi 10A 3gb Ram 64GB,5.999 TL,,64 GB,5000,2 Yıl,KVK Garantili,Gri,10 - 15 MP,"6,53 inç",3 GB,4.5G,13 MP,1,HD+,,1 MP ve altı,5 - 10 MP,LCD,Var,,LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,Micro-USB,Yok,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
333,https://www.trendyol.com/apple/mhde3tu-a-iphone-11-sari-64gb-yenilenmis-b-kalite-p-815069975,Apple MHDE3TU/A iPhone 11Sarı 64GB - Yenilenmiş - B Kalite,,,B seviye-Çok İyi,64 GB,,1 Yıl,,Sarı,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,https://www.trendyol.com/apple/yenilenmis-iphone-12-128-gb-mavi-12-ay-garantili-b-grade-p-689226129,Apple Yenilenmiş Iphone 12128 Gb Mavi (12 AY GARANTİLİ) - B Grade,,25.248 TL,B seviye-Çok İyi,128 GB,2815,2 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,https://www.trendyol.com/apple/yenilenmis-apple-iphone-8-64gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-894351091,Apple YENİLENMİŞ APPLE IPHONE8 64GB GÜMÜŞ CEP TELEFONU (12 AY GARANTİLİ) - A KALİTE,,6.749 TL,A seviye-Mükemmel,64 GB,,,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,https://www.trendyol.com/realme/yenilenmis-realme-c25y-128gb-gri-cep-telefonu-12-ay-garantili-c-kalite-p-890952957,realme YENİLENMİŞ REALME C25Y128GB GRİ CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,5.099 TL,C seviye-İyi,128 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,https://www.trendyol.com/omix/x5-6-128gb-akilli-telefon-mavi-p-857295993,omix X5 6/128GB AkıllıTelefon Mavi,X5 6/128GB Akıllı,5.920 TL,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Mavi,,,6 GB,4G,,1,HD,HD,,,,,,HD,2,,,,,,,,,,,,,,,,,,,,,,,,,,
338,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a53-128-gb-mavi-cep-telefonu-12-ay-garantili-b-kalite-p-851379141,Samsung Yenilenmiş SamsungGalaxy A53 128 GB Mavi Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş Samsung,11.299 TL,B seviye-Çok İyi,128 GB,,2 Yıl,,Mavi,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-256gb-b-kalite-bordo-p-827555366,Samsung Yenilenmiş SAMSUNGGALAXY S22 ULTRA 256GB -B Kalite- Bordo,,30.099 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Bordo,100 -120 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,https://www.trendyol.com/samsung/galaxy-a53-5g-black-128gb-yenilenmis-a-kalite-12-ay-garantili-p-818445183,Samsung Galaxy A53 5G Black128GB Yenilenmiş A Kalite (12 Ay Garantili),Galaxy A53 5G Black,10.199 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,60 - 80 MP,"6,5 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s20-128gb-a-kalite-gri-p-807577133,Samsung Yenilenmiş SAMSUNGGALAXY S20 128GB -A Kalite- Gri,Yenilenmiş SAMSUNG,12.639 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Gri,60 - 80 MP,"6,2 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,https://www.trendyol.com/umidigi/a11-pro-max-8gb-128gb-mist-blue-p-799327307,UMIDIGI A11 PRO MAX 8GB +128GB MİST BLUE,,8.436 TL,,128 GB,5160,2 Yıl,İthalatçı Garantili,Mavi,40 - 60 MP,"6,8 inç",8 GB,4.5G,48 MP + 12 MP + 12 MP,1,,,,120 MP ve üstü,,Var,,,3,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,,,,,,,,,,,
344,https://www.trendyol.com/umidigi/a11-4gb-128-gb-frost-grey-p-799203139,UMIDIGI A11 4GB \ 128 GBFROST GREY,,7.684 TL,,128 GB,5160,2 Yıl,İthalatçı Garantili,Gri,15 - 20 MP,"6,6 inç",4 GB,4.5G,12 MP + 12 MP + 12 MP,1,,,,5 - 10 MP,,,,LCD,1,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,,Yok,,,,,,,,,,,
345,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-12-ay-delta-servis-garantili-b-kalite-p-704287734,Apple Yenilenmiş Iphone 11 64Gb (12 AY DELTA SERVİS GARANTİLİ) - B Kalite,Yenilenmiş Iphone 11 64,,B seviye-Çok İyi,64 GB,3000 - 4000,1 Yıl,Delta Servis Garantili,Siyah,10 - 15 MP,6 inç ve üstü,4 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,,,,,,,,
346,https://www.trendyol.com/samsung/yenilenmis-galaxy-a53-128-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-851352227,Samsung Yenilenmiş Galaxy A53128 Gb Siyah Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,11.299 TL,B seviye-Çok İyi,128 GB,,2 Yıl,,Siyah,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,https://www.trendyol.com/infiniti/yenilenmis-infinix-hot-12i-64-gb-gold-b-kalite-p-789249372,infiniti YENİLENMİŞ InfinixHot 12i 64 GB Gold B KALİTE,,5.199 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Altın,10 - 15 MP,"6,6 inç",4 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
